AC1_554	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
AC1_559	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae
AC1_560	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_561	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_562	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Rhabdochlamydia
AC1_563	Bacteria;Chloroflexi;Caldilineae;Caldilineales
AC1_564	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
AC1_565	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae
AC1_566	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
AC1_567	Bacteria;Actinobacteria;Actinobacteria
AC1_568	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Chloroacidobacterium
AC1_570	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces
AC1_572	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;Unassigned;Synechococcus
AC1_573	Bacteria;OD1
AC1_574	Bacteria;Proteobacteria;Alphaproteobacteria
AC1_575	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;alkalitelluris
AC1_577	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Parvibaculum
AC1_578	Bacteria;TM7
AC1_579	Bacteria;Chloroflexi;Caldilineae;Caldilineales
AC1_580	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;helveola
AC1_581	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
